Temperature, Et, tn0, k, chi2
443, 0.487443, 0.00023197, 0.0210417, 0.00148669
443, 0.498282, 0.00023506, 0.00762147, 0.00148669
443, 0.509122, 0.000237441, -0.00248109, 0.00148669
443, 0.519962, 0.000239265, -0.0100874, 0.00148669
443, 0.530801, 0.000240657, -0.0158126, 0.00148669
443, 0.541641, 0.000241715, -0.0201227, 0.00148669
443, 0.552481, 0.000242518, -0.0233673, 0.00148669
443, 0.563321, 0.000243127, -0.02581, 0.00148669
443, 0.57416, 0.000243586, -0.027649, 0.00148669
443, 0.585, 0.000243934, -0.0290333, 0.00148669
443, 0.59584, 0.000244196, -0.0300753, 0.00148669
443, 0.606679, 0.000244393, -0.0308599, 0.00148669
443, 0.617519, 0.000244542, -0.0314506, 0.00148669
443, 0.628359, 0.000244655, -0.0318953, 0.00148669
443, 0.639199, 0.000244739, -0.0322301, 0.00148669
443, 0.650038, 0.000244803, -0.0324823, 0.00148669
443, 0.660878, 0.000244851, -0.0326724, 0.00148669
443, 0.671718, 0.000244888, -0.0328154, 0.00148669
443, 0.682557, 0.000244915, -0.0329234, 0.00148669
443, 0.693397, 0.000244936, -0.0330051, 0.00148669
443, 0.704237, 0.000244951, -0.0330669, 0.00148669
443, 0.715076, 0.000244963, -0.0331141, 0.00148669
443, 0.725916, 0.000244972, -0.0331503, 0.00148669
443, 0.736756, 0.000244979, -0.0331783, 0.00148669
443, 0.747596, 0.000244985, -0.0332009, 0.00148669
443, 0.758435, 0.00024499, -0.0332194, 0.00148669
443, 0.769275, 0.000244994, -0.0332356, 0.00148669
443, 0.780115, 0.000244998, -0.0332506, 0.00148669
443, 0.790954, 0.000245002, -0.033266, 0.00148669
443, 0.801794, 0.000245006, -0.0332826, 0.00148669
443, 0.812634, 0.000245011, -0.0333021, 0.00148669
443, 0.823474, 0.000245017, -0.033326, 0.00148669
443, 0.834313, 0.000245025, -0.0333563, 0.00148669
443, 0.845153, 0.000245034, -0.0333953, 0.00148669
443, 0.855993, 0.000245047, -0.0334464, 0.00148669
443, 0.866832, 0.000245064, -0.0335139, 0.00148669
443, 0.877672, 0.000245087, -0.0336034, 0.00148669
443, 0.888512, 0.000245117, -0.0337227, 0.00148669
443, 0.899351, 0.000245158, -0.0338823, 0.00148669
443, 0.910191, 0.000245212, -0.0340963, 0.00148669
443, 0.921031, 0.000245285, -0.0343847, 0.00148669
443, 0.931871, 0.000245385, -0.034775, 0.00148669
443, 0.94271, 0.00024552, -0.0353077, 0.00148669
443, 0.95355, 0.000245707, -0.0360408, 0.00148669
443, 0.96439, 0.000245968, -0.037063, 0.00148669
